train/timesteps,train/iteration,rollout/win_vs_snapshot,rollout/mean_episode_reward,rollout/mean_race_completion,rollout/finish_rate,rollout/mean_speed,rollout/best_race_position,train/actor_loss,train/critic_loss,train/entropy,selfplay/pool_size,win_rate_roll,reward_roll,completion_roll
220044,11,0,-0.5650563667624746,1.2082817554473877,0,11.490498979859257,10,-0.03256700048223138,0.004781572846695781,2.892363280057907,1,0.36363636363636365,-2.8884541955221277,1.194846207445318
240048,12,0,0.23781839737681598,1.1458660960197449,0,13.952446650317512,9,-0.031169038731604815,0.0067727239220403135,2.8412988781929016,1,0.3333333333333333,-2.627931479447216,1.190764531493187
260052,13,1,-5.226646113924577,1.3637723922729492,0,13.43002434863838,9,-0.03071464062668383,0.0032866331457626075,2.9011214077472687,1,0.38461538461538464,-2.8278326051762437,1.2040728284762456
280056,14,1,-0.9654756654508436,1.1827059984207153,0,9.601821785474536,9,-0.03610565862618387,0.005776205798611045,2.8536910712718964,1,0.42857142857142855,-2.694807109481572,1.202546626329422
300060,15,0,0.26651343618312984,1.0970772504806519,0,9.6106171559191,10,-0.03222189913503826,0.007599571195896715,2.8845395743846893,1,0.4,-2.4973857397705923,1.1955153346061707
320064,16,0,0.828091480110593,1.2595494389533997,0,12.93663291090706,9,-0.029482750687748194,0.016556247137486935,2.8940802216529846,1,0.375,-2.289543413528018,1.1995174661278725
340068,17,1,-4.7091912306145565,1.2226859331130981,0,11.129594741748534,9,-0.029686009045690298,0.005203320004511625,2.8383808732032776,1,0.4117647058823529,-2.4318756380625204,1.2008803171270035
360072,18,1,-4.471899690775343,1.3981239199638367,0,13.401299035220138,9,-0.0332087145652622,0.007793682743795216,2.8151597678661346,1,0.4444444444444444,-2.545210307657677,1.211838295062383
380076,19,0,0.7409822018266025,1.2084805965423584,0,12.510215701617371,10,-0.029587355675175786,0.004943353531416506,2.784782975912094,1,0.42105263157894735,-2.3722528071585045,1.2116615740876449
400080,20,1,-4.1600992002496495,1.1147699356079102,0,13.521484036839572,9,-0.0314111546613276,0.0043082004121970385,2.719895899295807,1,0.45,-2.4616451268130617,1.2068169921636582
420084,21,0,0.047245758637405655,1.2404260039329529,0,6.6569351622440935,10,-0.030845135217532516,0.002820436915499158,2.828650176525116,1,0.4,-2.235032691972718,1.2130697965621948
440088,22,0,-1.2069986948706384,1.2382202744483948,0,7.024490709414836,10,-0.032163264928385615,0.007481986016500741,2.775019586086273,1,0.35,-2.1884807930807306,1.2134240835905075
460092,23,1,-1.6477010872538005,1.3150476813316345,0,15.827110663753741,9,-0.029462324688211083,0.004383502440759912,2.826528489589691,1,0.4,-2.1022110492946338,1.226051276922226
480096,24,0,0.9367523142148351,1.190934658050537,0,13.495427427506234,9,-0.028716311557218432,0.00716567545896396,2.7737112045288086,1,0.4,-1.9055486064822578,1.2306173771619797
500100,25,0,0.459676811182559,1.1585620045661926,0,15.253240417628367,9,-0.030726764583960176,0.004280073510017246,2.746377617120743,1,0.4,-1.8704955631180222,1.2310030430555343
520104,26,0,-3.1747240701400514,1.2200520038604736,0,13.190718840091634,10,-0.03038341528736055,0.0037211099406704307,2.721445083618164,1,0.35,-1.904191191644415,1.2251473039388656
540108,27,0,-2.8075338772681167,1.219995141029358,0,15.269824077019571,10,-0.0286321509629488,0.004797531990334392,2.718181163072586,1,0.35,-1.8785094438203938,1.2260239541530609
560112,28,0,0.6671696920594351,1.1674312353134155,0,19.537994201664688,9,-0.030259646009653807,0.005154990358278155,2.704436957836151,1,0.35,-1.6737125287046926,1.223071002960205
580116,29,0,2.621873758403069,1.1468031406402588,0,16.413735510421844,10,-0.030641070567071438,0.008139010635204613,2.768842428922653,1,0.35,-1.395580784214771,1.2206438839435578
600120,30,1,-2.992917602355149,1.2088096737861633,0,15.568655627668877,9,-0.030305203748866916,0.005492848809808493,2.6427632868289948,1,0.35,-1.2561059874835379,1.2153797566890716
620124,31,0,-0.11430010018488918,1.3455605506896973,0,21.13601970812022,10,-0.030939192278310657,0.004816401982679963,2.6769691705703735,1,0.35,-1.2335681741546585,1.2222436964511871
640128,32,1,-3.1792371894791103,1.4129140377044678,0,23.083947510191628,9,-0.03146018902771175,0.003245931351557374,2.653902918100357,1,0.4,-1.4044209534974548,1.2355960935354233
660132,33,0,1.5487553482443466,1.228165328502655,0,21.78834340318097,9,-0.02815582137554884,0.004574928432703018,2.6584078669548035,1,0.35,-1.0656508803890086,1.2288157403469087
680136,34,1,1.1688466751973674,1.5689914226531982,0,21.805032478760364,9,-0.0307254649233073,0.004819159570615739,2.6529452204704285,1,0.35,-0.958934763356598,1.2481300115585328
700140,35,0,-1.062079954125878,1.109984278678894,0,13.684502537366772,10,-0.030419343849644065,0.004217598878312856,2.7588677406311035,1,0.35,-1.0253644328720486,1.2487753629684448
720144,36,0,0.8013555885883985,1.1813640594482422,0,21.56702126012091,10,-0.028758880449458957,0.004395144118461758,2.594897449016571,1,0.35,-1.0267012274481582,1.244866093993187
740148,37,1,-2.0791667313645696,1.4745587706565857,0,22.723455076072582,9,-0.027242238982580602,0.004187109123449773,2.6181799471378326,1,0.35,-0.8952000024856588,1.2574597358703614
760152,38,1,-2.960310859010312,1.3821899890899658,0,25.584854845684916,9,-0.031166212633252144,0.0043097778398077935,2.619393765926361,1,0.35,-0.8196205608974074,1.2566630393266678
780156,39,1,-2.680321990444244,1.4037898182868958,0,26.3422996471988,9,-0.03025998594239354,0.0033884070871863514,2.565427541732788,1,0.4,-0.9906857705109496,1.2664285004138947
800160,40,1,-0.9586543003656334,1.349181354045868,0,16.50018084615102,9,-0.031193596543744206,0.005513664218597114,2.7156254649162292,1,0.4,-0.8306135255167488,1.2781490713357926
820164,41,1,-3.1274121741910523,1.2990303039550781,0,23.390728936216128,9,-0.026085800025612116,0.0025461547484155744,2.5335668325424194,1,0.45,-0.9893464221581716,1.2810792863368987
840168,42,1,2.6490129195797136,1.447371482849121,0,20.417453928792252,9,-0.02759297494776547,0.008568742778152227,2.6238487660884857,1,0.5,-0.7965458414356541,1.291536846756935
860172,43,1,1.6027297222781076,1.3871369361877441,0,24.047290269420188,9,-0.02905902871862054,0.00620072492165491,2.566611886024475,1,0.5,-0.6340243009590587,1.2951413094997406
880176,44,1,-1.5917610013145846,1.3452690243721008,0,27.621408840772336,9,-0.02880278881639242,0.004129270382691175,2.410355120897293,1,0.55,-0.7604499667355297,1.3028580278158188
900180,45,1,-1.2113506007538453,1.321951150894165,0,26.597909164544394,9,-0.025701032020151615,0.0029456250777002424,2.3447750210762024,1,0.6,-0.8440013373323498,1.3110274851322175
920184,46,1,-1.773929388902078,1.4539857506752014,0,21.0310116339896,9,-0.02976501453667879,0.00439568460569717,2.5129008889198303,1,0.65,-0.7739616032704513,1.3227241724729537
940188,47,0,0.32146746947417926,1.207700490951538,0,21.73838975761022,9,-0.025861017871648073,0.004389430192532018,2.4358305037021637,1,0.65,-0.6175115359333365,1.3221094399690627
960192,48,0,2.020077139426217,1.1177836060523987,0,22.3714397776154,9,-0.02779210964217782,0.002580631262389943,2.476210445165634,1,0.65,-0.5498661635649974,1.319627058506012
980196,49,1,-1.6146862632782017,1.4803344011306763,0,25.60755339606495,9,-0.025808754260651767,0.002956883137812838,2.316016584634781,1,0.7,-0.7616941646490609,1.3363036215305328
1000200,50,0,3.323080185322551,1.21404629945755,0,26.23511437155976,10,-0.02787126402836293,0.004377512028440833,2.390950620174408,1,0.65,-0.4458942752651759,1.3365654528141022
1020204,51,1,-2.2978686996896927,1.497868299484253,0,28.37163471781016,9,-0.02833473472855985,0.0036154386471025646,2.194644719362259,2,0.7,-0.5550727052404161,1.34418084025383
1040208,52,1,-1.1706972700461693,1.1546624898910522,0,23.024703069038388,9,-0.027601953595876694,0.0029060302185826004,2.4337150752544403,2,0.7,-0.45464570926876896,1.3312682628631591
1060212,53,0,4.303235600933514,1.2234944701194763,0,22.879345021629163,10,-0.02882763498928398,0.0037504877836909145,2.45051571726799,2,0.7,-0.3169216966343106,1.3310347199440002
1080216,54,0,3.678776667313362,1.1822597086429596,0,22.720142882842516,11,-0.028407534351572394,0.002171446569263935,2.4944842159748077,2,0.65,-0.19142519702851088,1.3116981342434884
1100220,55,1,-2.319177044943533,1.427211046218872,0,27.39675601427342,9,-0.02811591071076691,0.006771057189325802,2.0985397696495056,2,0.7,-0.2542800515693936,1.3275594726204871
1120224,56,0,3.180993593675244,1.1217567324638367,0,21.492914717923735,11,-0.030399631592445076,0.0023570290650241077,2.4658204913139343,2,0.7,-0.13529815131505135,1.3245791062712668
1140228,57,0,4.951758559515876,1.206002652645111,0,26.83241887593661,10,-0.029384679161012173,0.003133048361632973,2.491634041070938,2,0.65,0.21624811322897095,1.3111513003706932
1160232,58,0,4.878376500753296,0.9981011152267456,0,16.742261495867293,11,-0.029591739643365145,0.008259476046077907,2.6092710196971893,2,0.6,0.6081824812171513,1.2919468566775323
1180236,59,0,3.492254853453449,1.0991272926330566,0,17.80655616120028,10,-0.028398470720276237,0.006785418372601271,2.5168969929218292,2,0.55,0.9168113234120361,1.2767137303948402
1200240,60,0,0.7148132438069299,1.0594073832035065,0,21.627729404551463,10,-0.029308546101674438,0.0019745638710446656,2.5122112333774567,2,0.5,1.0004847006206643,1.2622250318527222
1220244,61,0,0.7501524885138702,1.0990017652511597,0,18.17118744843311,10,-0.02954009105451405,0.002925873064668849,2.5534004271030426,2,0.45,1.1943629337559103,1.2522236049175262
1240248,62,0,-1.7081159020344852,1.2699480056762695,0,20.017960978662135,10,-0.025449133478105068,0.0029117377125658095,2.377721905708313,2,0.4,0.9765064926752004,1.2433524310588837
1260252,63,0,1.9490256052676014,1.0639458298683167,0,18.99169384019543,11,-0.026712271268479526,0.003581919998396188,2.3503668010234833,2,0.35,0.9938212868246751,1.2271928757429122
1280256,64,0,5.753843307805527,1.2361340522766113,0,27.87880560152515,11,-0.02835083776153624,0.0036837808147538453,2.460785388946533,2,0.3,1.3611015022806805,1.2217361271381377
1300260,65,0,-2.0166528577805236,1.1097843050956726,0,18.393734601433657,9,-0.025923655251972377,0.0038230083300732076,2.4519846737384796,2,0.25,1.3208363894293467,1.2111277848482132
1320264,66,0,5.314984725562028,1.0330654382705688,0,20.633636466548268,11,-0.024168603587895632,0.004940814105793834,2.3941320180892944,2,0.2,1.6752820951525522,1.1900817692279815
1340268,67,0,1.0496990497329681,1.1678906083106995,0,27.80662798071546,9,-0.02970661176368594,0.0033495397365186363,2.386763423681259,2,0.2,1.7116936741654913,1.1880912750959396
1360272,68,0,4.047864422420962,1.2082136273384094,0,29.263459228869817,9,-0.02644095802679658,0.004590827680658549,2.325863391160965,2,0.2,1.8130830383152285,1.19261277616024
1380276,69,1,-2.081989251544424,1.2561362385749817,0,25.555091312541443,9,-0.027966701658442616,0.003071696060942486,2.398362457752228,2,0.2,1.7897178889019176,1.1814028680324555
1400280,70,0,3.9793241751193853,1.1713128685951233,0,27.383999321474708,10,-0.027606463991105556,0.002598629391286522,2.327683210372925,2,0.2,1.8225300883917595,1.179266196489334
1420284,71,0,6.460679546650651,1.038382887840271,0,23.29142444668944,11,-0.025515922694467008,0.006825672113336623,2.4130479097366333,2,0.15,2.2604575007087764,1.156291925907135
1440288,72,0,3.900036515454557,1.1740431189537048,0,25.289982550035575,10,-0.029967630049213767,0.004649629176128656,2.4050937592983246,2,0.1,2.513994189983813,1.1572609573602677
1460292,73,0,4.451789982551688,1.3770505785942078,0,25.765836224486705,10,-0.02324806828983128,0.003006519371410832,2.327011674642563,2,0.1,2.5214219090647214,1.1649387627840042
1480296,74,1,1.3497424734232153,1.2147010564804077,0,26.530675860060803,9,-0.02602896187454462,0.001977009524125606,2.414965271949768,2,0.15,2.404970199370214,1.1665608301758765
1500300,75,1,-2.6922636640070827,1.3539198637008667,0,25.67353428453604,9,-0.020643273601308465,0.0022683599672745913,2.2060428261756897,2,0.15,2.3863158684170367,1.1628962710499764
1520304,76,0,-0.35855428984108817,1.2121592164039612,0,24.08111560617833,9,-0.026642621960490942,0.004968651162926108,2.3980697095394135,2,0.15,2.2093384742412203,1.1674163952469825
1540308,77,0,4.802056342575958,1.159412145614624,0,23.891079162895483,11,-0.025802194490097463,0.00200339054572396,2.3241153061389923,2,0.15,2.201853363394224,1.1650868698954582
1560312,78,0,5.509369585351774,1.1327775716781616,0,29.609990327382825,11,-0.026130654383450747,0.0033192143600899726,2.3106043338775635,2,0.15,2.233403017624148,1.171820692718029
1580316,79,0,0.32589276988874594,1.1258167922496796,0,22.613236778789307,9,-0.026129987090826035,0.002070361704682,2.3473738729953766,2,0.15,2.0750849134459126,1.17315516769886
1600320,80,0,0.5580163696061324,1.170878827571869,0,29.869339608115176,10,-0.022451891098171473,0.0031452550319954753,2.3243797421455383,2,0.15,2.067245069735873,1.1787287399172783
1620324,81,1,2.4612262636250843,1.1341792941093445,0,30.280085804616796,9,-0.027627527713775635,0.0034242603287566453,2.3201828598976135,2,0.2,2.1527987584914334,1.1804876163601876
1640328,82,0,3.1335965002703383,1.189965546131134,0,29.850159187317768,10,-0.028033896582201123,0.004322425287682563,2.3665179908275604,2,0.2,2.394884378606675,1.1764884933829307
1660332,83,0,5.443212159844907,1.1522387266159058,0,27.826634812115756,10,-0.028601230354979634,0.003396499902009964,2.3844974040985107,2,0.2,2.56959370633554,1.1809031382203101
1680336,84,0,6.273140141436752,1.1475978791713715,0,27.485262002226392,11,-0.02428543905261904,0.002734878842602484,2.264811635017395,2,0.2,2.5955585480171015,1.1764763295650482
1700340,85,1,5.062594406078989,1.2665377855300903,0,24.338017712887368,9,-0.03223249944858253,0.007419403409585357,2.5054500699043274,2,0.25,2.949520911210077,1.1843140035867692
1720344,86,0,1.3871275675377568,1.1001132130622864,0,27.490615665457497,9,-0.028353874338790774,0.0020439855579752475,2.420062094926834,2,0.25,2.7531280533088633,1.187666392326355
1740348,87,1,-2.1700226346921405,1.3044728636741638,0,22.336723897601757,9,-0.028530838433653116,0.005144775845110416,2.4735673367977142,2,0.3,2.5921419690876077,1.1944955050945283
1760352,88,0,5.046058825923293,1.2645666599273682,0,25.2249486017855,10,-0.02795159991364926,0.008119831967633218,2.473725289106369,2,0.3,2.6420516892627246,1.197313156723976
1780356,89,0,4.9605601144874685,1.4274455904960632,0,27.389265831715935,10,-0.026496825274080038,0.005409789038822055,2.417261093854904,2,0.25,2.994179157564319,1.2058786243200301
1800360,90,0,6.422178313032585,1.044746458530426,0,28.144394866125992,11,-0.02561163844075054,0.0670575835974887,2.3154391646385193,2,0.25,3.1163218644599793,1.1995503038167954
1820364,91,0,4.799650850873108,1.2192105650901794,0,30.92637596976759,9,-0.02186058647930622,0.007173766556661576,2.3196757435798645,2,0.25,3.033270429671102,1.2085916876792908
1840368,92,1,1.8314487399157775,1.1556289792060852,0,26.56053971938947,9,-0.027458326658234,0.008718649565707892,2.456564724445343,2,0.3,2.9298410408941633,1.2076709806919097
1860372,93,0,3.452664437716635,1.3383615016937256,0,27.79112465993899,9,-0.026302347891032696,0.005848474567756057,2.3669040203094482,2,0.3,2.8798847636524103,1.2057365268468856
